1 461 1.0
1 695 1.0
1 729 1.0
1 755 1.0
1 807 1.0
1 852 1.0
1 859 1.0
1 891 1.0
1 906 1.0
1 969 1.0
2 507 1.0
2 768 1.0
2 777 1.0
2 804 1.0
2 813 1.0
2 833 1.0
2 853 1.0
2 856 1.0
2 897 1.0
2 982 1.0
3 80 1.0
3 120 1.0
3 385 1.0
3 579 1.0
3 606 1.0
3 794 1.0
3 815 1.0
3 834 1.0
3 836 1.0
3 944 1.0
4 18 1.0
4 631 1.0
4 751 1.0
4 827 1.0
4 830 1.0
4 856 1.0
4 870 1.0
4 901 1.0
4 939 1.0
4 997 1.0
5 305 1.0
5 447 1.0
5 495 1.0
5 545 1.0
5 585 1.0
5 618 1.0
5 879 1.0
5 900 1.0
5 940 1.0
5 988 1.0
6 302 1.0
6 442 1.0
6 504 1.0
6 649 1.0
6 672 1.0
6 725 1.0
6 738 1.0
6 876 1.0
6 909 1.0
6 921 1.0
7 520 1.0
7 530 1.0
7 554 1.0
7 792 1.0
7 806 1.0
7 838 1.0
7 864 1.0
7 879 1.0
7 992 1.0
7 997 1.0
8 26 1.0
8 365 1.0
8 473 1.0
8 759 1.0
8 796 1.0
8 878 1.0
8 885 1.0
8 897 1.0
8 954 1.0
8 990 1.0
9 383 1.0
9 443 1.0
9 719 1.0
9 758 1.0
9 780 1.0
9 795 1.0
9 861 1.0
9 925 1.0
9 955 1.0
9 975 1.0
10 165 1.0
10 208 1.0
10 282 1.0
10 351 1.0
10 370 1.0
10 647 1.0
10 713 1.0
10 719 1.0
10 743 1.0
10 914 1.0
11 15 1.0
11 22 1.0
11 62 1.0
11 305 1.0
11 438 1.0
11 723 1.0
11 741 1.0
11 748 1.0
11 923 1.0
11 946 1.0
12 13 1.0
12 14 1.0
12 158 1.0
12 320 1.0
12 531 1.0
12 578 1.0
12 612 1.0
12 655 1.0
12 791 1.0
12 978 1.0
13 12 1.0
13 179 1.0
13 405 1.0
13 635 1.0
13 653 1.0
13 729 1.0
13 863 1.0
13 864 1.0
13 975 1.0
13 981 1.0
14 12 1.0
14 263 1.0
14 466 1.0
14 607 1.0
14 760 1.0
14 812 1.0
14 862 1.0
14 883 1.0
14 950 1.0
14 985 1.0
15 11 1.0
15 71 1.0
15 140 1.0
15 292 1.0
15 710 1.0
15 784 1.0
15 897 1.0
15 927 1.0
15 946 1.0
15 950 1.0
16 246 1.0
16 299 1.0
16 321 1.0
16 430 1.0
16 675 1.0
16 687 1.0
16 760 1.0
16 809 1.0
16 857 1.0
16 899 1.0
17 336 1.0
17 432 1.0
17 548 1.0
17 581 1.0
17 632 1.0
17 756 1.0
17 793 1.0
17 823 1.0
17 857 1.0
17 894 1.0
18 4 1.0
18 124 1.0
18 318 1.0
18 732 1.0
18 819 1.0
18 852 1.0
18 864 1.0
18 914 1.0
18 941 1.0
18 956 1.0
19 165 1.0
19 582 1.0
19 611 1.0
19 767 1.0
19 878 1.0
19 879 1.0
19 963 1.0
19 979 1.0
19 982 1.0
19 996 1.0
20 249 1.0
20 318 1.0
20 328 1.0
20 857 1.0
20 865 1.0
20 889 1.0
20 896 1.0
20 981 1.0
20 986 1.0
20 988 1.0
21 329 1.0
21 347 1.0
21 459 1.0
21 467 1.0
21 713 1.0
21 727 1.0
21 733 1.0
21 868 1.0
21 930 1.0
21 983 1.0
22 11 1.0
22 159 1.0
22 162 1.0
22 438 1.0
22 721 1.0
22 828 1.0
22 843 1.0
22 868 1.0
22 890 1.0
22 960 1.0
23 411 1.0
23 652 1.0
23 665 1.0
23 737 1.0
23 801 1.0
23 831 1.0
23 870 1.0
23 871 1.0
23 873 1.0
23 950 1.0
24 55 1.0
24 129 1.0
24 135 1.0
24 157 1.0
24 454 1.0
24 564 1.0
24 662 1.0
24 868 1.0
24 916 1.0
24 969 1.0
25 107 1.0
25 108 1.0
25 398 1.0
25 614 1.0
25 707 1.0
25 744 1.0
25 784 1.0
25 897 1.0
25 959 1.0
25 962 1.0
26 8 1.0
26 80 1.0
26 103 1.0
26 327 1.0
26 467 1.0
26 493 1.0
26 624 1.0
26 628 1.0
26 713 1.0
26 729 1.0
27 193 1.0
27 198 1.0
27 229 1.0
27 294 1.0
27 502 1.0
27 634 1.0
27 845 1.0
27 894 1.0
27 905 1.0
27 938 1.0
28 452 1.0
28 613 1.0
28 626 1.0
28 665 1.0
28 678 1.0
28 813 1.0
28 868 1.0
28 957 1.0
28 995 1.0
28 1000 1.0
29 76 1.0
29 118 1.0
29 120 1.0
29 662 1.0
29 729 1.0
29 740 1.0
29 774 1.0
29 797 1.0
29 801 1.0
29 905 1.0
30 521 1.0
30 523 1.0
30 549 1.0
30 604 1.0
30 804 1.0
30 900 1.0
30 918 1.0
30 922 1.0
30 937 1.0
30 976 1.0
31 508 1.0
31 559 1.0
31 572 1.0
31 672 1.0
31 723 1.0
31 890 1.0
31 903 1.0
31 904 1.0
31 931 1.0
31 979 1.0
32 343 1.0
32 354 1.0
32 420 1.0
32 641 1.0
32 744 1.0
32 898 1.0
32 926 1.0
32 979 1.0
32 984 1.0
32 991 1.0
33 116 1.0
33 234 1.0
33 367 1.0
33 530 1.0
33 594 1.0
33 701 1.0
33 802 1.0
33 933 1.0
33 964 1.0
33 994 1.0
34 229 1.0
34 397 1.0
34 626 1.0
34 695 1.0
34 731 1.0
34 811 1.0
34 887 1.0
34 924 1.0
34 929 1.0
34 971 1.0
35 304 1.0
35 764 1.0
35 787 1.0
35 838 1.0
35 849 1.0
35 853 1.0
35 883 1.0
35 909 1.0
35 920 1.0
35 931 1.0
36 85 1.0
36 402 1.0
36 632 1.0
36 716 1.0
36 743 1.0
36 744 1.0
36 913 1.0
36 936 1.0
36 941 1.0
36 984 1.0
37 591 1.0
37 755 1.0
37 888 1.0
37 890 1.0
37 959 1.0
37 961 1.0
37 968 1.0
37 976 1.0
37 984 1.0
37 998 1.0
38 487 1.0
38 503 1.0
38 742 1.0
38 782 1.0
38 879 1.0
38 881 1.0
38 921 1.0
38 928 1.0
38 951 1.0
38 960 1.0
39 125 1.0
39 710 1.0
39 741 1.0
39 776 1.0
39 831 1.0
39 852 1.0
39 862 1.0
39 900 1.0
39 914 1.0
39 986 1.0
40 346 1.0
40 377 1.0
40 551 1.0
40 579 1.0
40 599 1.0
40 617 1.0
40 887 1.0
40 908 1.0
40 923 1.0
40 925 1.0
41 70 1.0
41 102 1.0
41 445 1.0
41 449 1.0
41 465 1.0
41 682 1.0
41 797 1.0
41 884 1.0
41 953 1.0
41 957 1.0
42 78 1.0
42 281 1.0
42 306 1.0
42 505 1.0
42 681 1.0
42 726 1.0
42 782 1.0
42 953 1.0
42 955 1.0
42 980 1.0
43 489 1.0
43 532 1.0
43 671 1.0
43 697 1.0
43 721 1.0
43 766 1.0
43 835 1.0
43 845 1.0
43 967 1.0
43 973 1.0
44 450 1.0
44 470 1.0
44 672 1.0
44 842 1.0
44 892 1.0
